ref_pmid,ref_nct_number,ref_primary_nct_number,ref_primary_nct_source,ref_is_pubmed_clinical_trial,ref_publication_types,ref_nct_source,ref_is_primary_nct_for_pmid,ref_nct_order_in_pmid
35875890,NCT03759379,NCT03759379,databank,True,Randomized Controlled Trial;Journal Article,databank,True,1
35882457,NCT01933581,NCT01933581,databank,True,"Journal Article;Multicenter Study;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
35919345,NCT01933581,NCT01933581,databank,False,Journal Article,databank,True,1
35940850,NCT02796365,NCT02796365,databank,True,Randomized Controlled Trial;Journal Article,databank,True,1
36031651,NCT04250220,NCT04250220,databank,True,Journal Article;Randomized Controlled Trial,databank,True,1
36073645,NCT02993172,NCT02993172,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36074476,NCT03982979,NCT03982979,databank,True,Comparative Study;Journal Article;Multicenter Study;Observational Study;Randomized Controlled Trial,databank,True,1
36074476,NCT02224755,NCT03982979,databank,True,Comparative Study;Journal Article;Multicenter Study;Observational Study;Randomized Controlled Trial,databank,False,2
36253296,NCT04237688,NCT04237688,databank,False,"Observational Study;Journal Article;Research Support, N.I.H., Extramural",databank,True,1
36343346,NCT02881255,NCT02881255,databank,True,"Randomized Controlled Trial;Multicenter Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36356631,NCT03412201,NCT03412201,databank,True,Randomized Controlled Trial;Journal Article,databank,True,1
36357087,NCT01534299,NCT01534299,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36526251,NCT03702634,NCT03702634,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
36539907,NCT05253937,NCT05253937,databank,False,Observational Study;Journal Article,databank,True,1
36601956,NCT02678312,NCT02678312,databank,True,"Randomized Controlled Trial;Multicenter Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36631206,NCT01770067,NCT01770067,databank,False,Journal Article,databank,True,1
36848129,NCT02721082,NCT02721082,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
36853250,NCT03614260,NCT03614260,databank,True,"Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
36853627,NCT03614260,NCT03614260,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36853627,NCT02649426,NCT03614260,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
36870358,NCT03948867,NCT03948867,databank,True,"Clinical Trial, Phase II;Journal Article",databank,True,1
36871573,NCT03527719,NCT03527719,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
36882134,NCT05275920,NCT05275920,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
36889611,NCT04512079,NCT04512079,databank,True,Randomized Controlled Trial;Journal Article,databank,True,1
37043197,NCT04880668,NCT04880668,databank,True,"Randomized Controlled Trial;Multicenter Study;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37061796,NCT05180045,NCT05180045,databank,True,"Journal Article;Research Support, Non-U.S. Gov't;Clinical Trial Protocol",databank,True,1
37142273,NCT01078298,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37142273,NCT00143325,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
37142273,NCT01553084,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,3
37142273,NCT00594204,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,4
37142273,NCT01010204,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,5
37142273,NCT00507728,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,6
37142273,NCT02360631,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,7
37142273,NCT01370356,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,8
37142273,NCT00141206,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,9
37142273,NCT01244061,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,10
37142273,NCT01347112,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,11
37142273,NCT00143364,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,12
37142273,NCT01027754,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,13
37142273,NCT00139750,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,14
37142273,NCT01162239,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,15
37142273,NCT00150228,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,16
37142273,NCT00150241,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,17
37142273,NCT00150254,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,18
37142273,NCT00691483,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,19
37142273,NCT00282984,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,20
37142273,NCT00894166,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,21
37142273,NCT00790569,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,22
37142273,NCT00285012,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,23
37142273,NCT00356967,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,24
37142273,NCT00141167,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,25
37142273,NCT00371813,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,26
37142273,NCT02233231,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,27
37142273,NCT00644969,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,28
37142273,NCT00937508,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,29
37142273,NCT00813917,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,30
37142273,NCT00935818,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,31
37142273,NCT00463918,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,32
37142273,NCT00717093,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,33
37142273,NCT01111149,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,34
37142273,NCT00701896,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,35
37142273,NCT00860028,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,36
37142273,NCT00789074,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,37
37142273,NCT01184664,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,38
37142273,NCT01206010,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,39
37142273,NCT00835900,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,40
37142273,NCT00492349,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,41
37142273,NCT00995033,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,42
37142273,NCT00595868,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,43
37142273,NCT01098305,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,44
37142273,NCT01444131,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,45
37142273,NCT00944554,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,46
37142273,NCT00832806,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,47
37142273,NCT00727103,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,48
37142273,NCT01378858,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,49
37142273,NCT00387946,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,50
37142273,NCT00502216,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,51
37142273,NCT00554840,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,52
37142273,NCT00828113,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,53
37142273,NCT01093937,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,54
37142273,NCT01413516,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,55
37142273,NCT01532232,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,56
37142273,NCT01592695,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,57
37142273,NCT01771627,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,58
37142273,NCT01772641,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,59
37142273,NCT01806779,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,60
37142273,NCT01892813,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,61
37142273,NCT02048917,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,62
37142273,NCT02147132,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,63
37142273,NCT02271919,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,64
37142273,NCT00781599,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,65
37142273,NCT00948649,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,66
37142273,NCT00567320,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,67
37142273,NCT01538394,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,68
37142273,NCT01303861,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,69
37142273,NCT00523445,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,70
37142273,NCT00802919,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,71
37142273,NCT00301145,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,72
37142273,NCT00143286,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,73
37142273,NCT00977249,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,74
37142273,NCT00906386,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,75
37142273,NCT01243203,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,76
37142273,NCT01800019,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,77
37142273,NCT02106637,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,78
37142273,NCT02162849,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,79
37142273,NCT00959972,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,80
37142273,NCT01387425,NCT01078298,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,81
37185879,NCT05008627,NCT05008627,abstract,True,Journal Article;Randomized Controlled Trial,abstract,True,1
37210665,NCT04281784,NCT04281784,databank,False,"Journal Article;Research Support, N.I.H., Extramural",databank,True,1
37230961,NCT00738595,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,True,1
37230961,NCT00507728,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,2
37230961,NCT00322205,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,3
37230961,NCT00666978,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,4
37230961,NCT00689611,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,5
37230961,NCT00307203,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,6
37230961,NCT00142831,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,7
37230961,NCT00086411,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,8
37230961,NCT00124683,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,9
37230961,NCT00141206,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,10
37230961,NCT00044434,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,11
37230961,NCT00330187,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,12
37230961,NCT00628225,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,13
37230961,NCT00143364,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,14
37230961,NCT00439413,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,15
37230961,NCT00304707,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,16
37230961,NCT00218647,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,17
37230961,NCT00006170,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,18
37230961,NCT01621009,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,19
37230961,NCT00344695,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,20
37230961,NCT00150241,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,21
37230961,NCT01621022,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,22
37230961,NCT00332644,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,23
37230961,NCT00018148,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,24
37230961,NCT00181818,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,25
37230961,NCT00894166,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,26
37230961,NCT00129272,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,27
37230961,NCT00261170,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,28
37230961,NCT00405912,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,29
37230961,NCT00722124,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,30
37230961,NCT00018174,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,31
37230961,NCT00129311,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,32
37230961,NCT00176449,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,33
37230961,NCT00063323,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,34
37230961,NCT00033592,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,35
37230961,NCT00087880,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,36
37230961,NCT00000457,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,37
37230961,NCT01875172,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,38
37230961,NCT00390923,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,39
37230961,NCT00770666,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,40
37230961,NCT00218231,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,41
37230961,NCT00104598,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,42
37230961,NCT00484692,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,43
37230961,NCT05205811,NCT00738595,databank,False,"Journal Article;Review;Research Support, Non-U.S. Gov't",databank,False,44
37326322,NCT03518034,NCT03518034,databank,True,"Equivalence Trial;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
37326325,NCT05239195,NCT05239195,databank,True,"Randomized Controlled Trial;Multicenter Study;Journal Article;Research Support, N.I.H., Extramural",databank,True,1
37333529,NCT02796313,NCT02796313,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37335995,NCT01889771,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37335995,NCT00086385,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
37335995,NCT01807871,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,3
37335995,NCT01622998,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,4
37335995,NCT03836560,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,5
37335995,NCT00332644,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,6
37335995,NCT00861276,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,7
37335995,NCT01120704,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,8
37335995,NCT01047527,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,9
37335995,NCT01623505,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,10
37335995,NCT01122238,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,11
37335995,NCT00984724,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,12
37335995,NCT00046813,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,13
37335995,NCT04188873,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,14
37335995,NCT03000387,NCT01889771,databank,False,"Systematic Review;Journal Article;Research Support, Non-U.S. Gov't",databank,False,15
37354546,NCT02993406,NCT02993406,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37523143,NCT03759379,NCT03759379,databank,False,Journal Article,databank,True,1
37768671,NCT04136184,NCT04136184,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37768671,NCT01737398,NCT04136184,databank,False,"Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
37883784,NCT02649426,NCT02649426,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
37883784,NCT03614260,NCT02649426,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't",databank,False,2
37888916,NCT03997383,NCT03997383,databank,True,"Randomized Controlled Trial;Clinical Trial, Phase III;Journal Article;Research Support, U.S. Gov't, P.H.S.",databank,True,1
37914510,NCT02439775,NCT02439775,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't",databank,True,1
38014699,NCT05897710,NCT05897710,databank,True,"Clinical Trial Protocol;Journal Article;Research Support, N.I.H., Extramural;Research Support, Non-U.S. Gov't",databank,True,1
38088765,NCT02837497,NCT02837497,databank,False,Journal Article,databank,True,1
38175648,NCT03506438,NCT03506438,databank,True,"Randomized Controlled Trial;Journal Article;Research Support, Non-U.S. Gov't;Research Support, N.I.H., Extramural",databank,True,1
38197816,NCT03860935,NCT03860935,databank,True,"Clinical Trial, Phase III;Journal Article;Randomized Controlled Trial",databank,True,1
38227034,NCT02713347,NCT02713347,databank,True,"Comparative Study;Journal Article;Multicenter Study;Randomized Controlled Trial;Research Support, Non-U.S. Gov't",databank,True,1
38345793,NCT03181750,NCT03181750,databank,True,Randomized Controlled Trial;Multicenter Study;Journal Article,databank,True,1
38436495,NCT04828005,NCT04828005,abstract,True,"Journal Article;Randomized Controlled Trial;Comparative Study;Research Support, Non-U.S. Gov't;Research Support, U.S. Gov't, P.H.S.",abstract,True,1
38670326,NCT03646760,NCT03646760,databank,True,"Journal Article;Randomized Controlled Trial;Comparative Study;Multicenter Study;Research Support, N.I.H., Extramural",databank,True,1
39037811,NCT03759873,NCT03759873,databank,True,Journal Article;Randomized Controlled Trial;Multicenter Study;Comment,databank,True,1
39082421,NCT03982901,NCT03982901,databank,True,Journal Article;Clinical Trial,databank,True,1
39480221,NCT05205031,NCT05205031,databank,True,Comparative Study;Equivalence Trial;Journal Article;Multicenter Study,databank,True,1
39546311,NCT05355519,NCT05355519,databank,True,"Journal Article;Randomized Controlled Trial;Research Support, U.S. Gov't, P.H.S.",databank,True,1
